,,,sensor_id,sensor_id,location_type,location_type,temperature_c,temperature_c,humidity_pct,humidity_pct,wind_speed_kmh,wind_speed_kmh,precipitation_mm,precipitation_mm,traffic_density_score,traffic_density_score,co2_ppm,co2_ppm,no2_ppb,no2_ppb,pm2.5,pm2.5,pm10,pm10,aqi_category,aqi_category
SNS-047,Park,2026-08-15,SNS-047,SNS-047,Park,Park,23.0,23.5,61.4,68.8,1.7,3.8,0.0,0.0,0.14,0.78,394.5,443.5,17.1,32.6,7.4,23.2,7.7,36.6,Good,Moderate
SNS-047,Park,2026-08-20,SNS-047,SNS-047,Park,Park,20.3,21.9,65.2,68.2,2.4,21.1,0.0,0.0,0.0,0.79,380.0,461.0,14.5,36.0,2.0,28.2,6.3,39.5,Good,Moderate
SNS-047,Park,2026-08-25,SNS-047,SNS-047,Park,Park,21.1,25.9,60.8,62.5,1.1,8.6,0.0,0.0,0.06,0.89,380.0,466.8,14.3,52.8,2.0,24.7,5.3,28.6,Good,Moderate
SNS-047,Park,2026-08-30,SNS-047,SNS-047,Park,Park,20.3,24.6,57.4,71.4,1.4,7.0,0.0,5.0,0.1,0.88,397.5,459.6,6.1,41.5,3.2,17.3,5.7,21.7,Good,Moderate
SNS-047,Park,2026-09-04,SNS-047,SNS-047,Park,Park,22.7,22.7,58.2,58.2,2.6,2.6,0.0,0.0,0.33,0.33,426.1,426.1,21.2,21.2,10.2,10.2,8.3,8.3,Good,Good
SNS-047,Park,2026-09-09,SNS-047,SNS-047,Park,Park,22.0,26.1,55.0,68.0,2.9,10.0,0.0,0.0,0.36,0.93,416.7,459.0,24.7,47.4,2.6,21.1,7.5,36.4,Good,Moderate
SNS-047,Park,2026-09-14,SNS-047,SNS-047,Park,Park,23.9,24.6,59.1,61.4,2.0,14.9,0.0,0.0,0.2,0.35,380.0,424.2,19.2,20.5,2.0,16.7,5.0,33.6,Good,Moderate
SNS-048,Roadside,2025-01-02,SNS-048,SNS-048,Roadside,Roadside,24.5,24.9,56.5,61.6,2.3,10.9,0.0,0.0,0.16,0.54,437.3,457.3,15.9,23.6,33.1,38.6,43.0,57.6,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-01-07,SNS-048,SNS-048,Roadside,Roadside,24.1,30.7,47.3,55.6,4.2,8.6,0.0,0.0,0.43,0.51,456.7,484.5,22.6,34.0,28.8,44.1,43.8,67.6,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-01-12,SNS-048,SNS-048,Roadside,Roadside,25.1,29.0,47.9,63.4,3.0,6.1,0.0,0.0,0.51,1.0,510.3,519.3,27.9,44.3,51.2,54.8,73.0,78.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-01-17,SNS-048,SNS-048,Roadside,Roadside,24.0,27.5,47.5,54.1,1.2,8.4,0.0,0.0,0.08,0.98,419.6,523.4,10.9,57.4,29.1,50.4,42.8,81.2,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-01-22,SNS-048,SNS-048,Roadside,Roadside,28.2,31.0,48.1,61.5,2.6,7.9,0.0,1.0,0.15,0.95,430.8,505.4,8.2,37.0,27.8,41.0,43.7,65.2,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-01-27,SNS-048,SNS-048,Roadside,Roadside,26.3,29.0,50.3,60.3,8.4,16.6,0.0,0.0,0.05,0.59,400.4,451.9,10.1,38.8,15.8,29.8,20.4,45.8,Moderate,Moderate
SNS-048,Roadside,2025-02-01,SNS-048,SNS-048,Roadside,Roadside,23.5,23.5,50.0,50.0,3.2,3.2,1.0,1.0,0.41,0.41,466.2,466.2,26.0,26.0,28.3,28.3,47.9,47.9,Moderate,Moderate
SNS-048,Roadside,2025-02-06,SNS-048,SNS-048,Roadside,Roadside,26.2,28.7,42.8,58.6,0.8,7.0,0.0,0.0,0.55,0.95,483.8,522.1,34.4,47.2,42.0,61.2,68.4,90.8,Unhealthy,Unhealthy for Sensitive
SNS-048,Roadside,2025-02-11,SNS-048,SNS-048,Roadside,Roadside,25.8,29.9,48.1,57.4,2.4,11.2,0.0,0.0,0.14,0.31,429.9,452.9,14.3,25.3,5.6,40.7,9.9,73.0,Good,Unhealthy for Sensitive
SNS-048,Roadside,2025-02-16,SNS-048,SNS-048,Roadside,Roadside,29.8,30.2,49.7,52.1,3.3,7.6,0.0,0.0,0.9,0.94,487.9,539.4,36.4,52.5,46.4,52.2,64.1,81.2,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-02-21,SNS-048,SNS-048,Roadside,Roadside,26.3,26.3,41.8,41.8,0.1,0.1,0.0,0.0,0.59,0.59,506.5,506.5,35.6,35.6,56.7,56.7,97.3,97.3,Unhealthy,Unhealthy
SNS-048,Roadside,2025-02-26,SNS-048,SNS-048,Roadside,Roadside,33.0,33.0,43.8,43.8,3.6,3.6,0.0,0.0,0.35,0.35,478.9,478.9,20.4,20.4,32.1,32.1,35.4,35.4,Moderate,Moderate
SNS-048,Roadside,2025-03-03,SNS-048,SNS-048,Roadside,Roadside,26.1,30.0,55.3,60.2,0.6,3.2,0.0,0.0,0.12,0.59,449.5,485.7,16.8,37.8,38.6,47.9,60.4,73.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-03-08,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2025-03-13,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2025-03-18,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2025-03-23,SNS-048,SNS-048,Roadside,Roadside,26.6,31.8,47.7,52.2,4.6,9.3,0.0,0.0,0.32,0.39,436.6,470.1,12.8,23.8,33.2,37.2,50.3,51.8,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-03-28,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2025-04-02,SNS-048,SNS-048,Roadside,Roadside,26.8,29.5,46.8,47.3,4.2,4.6,0.0,0.0,0.09,0.58,441.1,482.1,13.3,33.5,30.5,39.9,48.0,55.6,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-04-07,SNS-048,SNS-048,Roadside,Roadside,27.8,33.5,39.8,53.8,0.4,6.2,0.0,0.0,0.35,0.88,436.6,524.1,20.3,48.9,33.9,53.7,45.5,88.1,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-04-12,SNS-048,SNS-048,Roadside,Roadside,29.8,32.3,42.6,57.0,0.4,2.5,0.0,10.0,0.45,0.8,493.4,528.4,27.9,44.3,34.2,54.4,58.5,80.1,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-04-17,SNS-048,SNS-048,Roadside,Roadside,30.7,32.6,42.4,53.0,5.2,6.1,0.0,0.0,0.49,0.58,464.7,466.4,22.8,31.5,30.5,37.3,48.1,53.2,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-04-22,SNS-048,SNS-048,Roadside,Roadside,26.8,26.8,54.3,54.3,7.4,7.4,0.0,0.0,0.48,0.48,458.5,458.5,30.0,30.0,37.3,37.3,59.8,59.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-04-27,SNS-048,SNS-048,Roadside,Roadside,27.6,30.5,50.3,57.0,0.6,2.4,0.0,0.0,0.05,0.89,453.5,530.1,5.0,44.4,34.9,56.4,47.8,87.6,Moderate,Unhealthy
SNS-048,Roadside,2025-05-02,SNS-048,SNS-048,Roadside,Roadside,28.0,28.0,54.9,54.9,1.4,1.4,0.0,0.0,0.07,0.07,436.4,436.4,9.1,9.1,25.1,25.1,46.9,46.9,Moderate,Moderate
SNS-048,Roadside,2025-05-07,SNS-048,SNS-048,Roadside,Roadside,29.2,29.2,52.5,52.5,6.4,6.4,0.0,0.0,0.74,0.74,477.5,477.5,43.7,43.7,49.6,49.6,73.6,73.6,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-05-12,SNS-048,SNS-048,Roadside,Roadside,23.4,29.0,49.4,66.0,1.4,4.6,0.0,0.0,0.36,0.72,484.7,496.0,21.5,39.5,35.3,51.9,53.3,82.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-05-17,SNS-048,SNS-048,Roadside,Roadside,27.5,29.0,46.5,56.7,2.4,3.0,0.0,5.0,0.53,0.82,492.1,538.2,24.4,47.0,34.1,44.3,48.1,61.4,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-05-22,SNS-048,SNS-048,Roadside,Roadside,27.2,27.8,53.8,66.6,0.8,1.7,0.0,0.0,0.16,0.34,462.9,471.4,19.3,26.1,32.1,40.4,48.1,65.0,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-05-27,SNS-048,SNS-048,Roadside,Roadside,24.6,27.7,51.0,62.5,1.6,13.1,0.0,0.0,0.37,0.98,445.2,521.4,25.8,51.5,25.6,48.5,46.2,78.3,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-06-01,SNS-048,SNS-048,Roadside,Roadside,25.3,25.3,64.6,64.6,1.6,1.6,0.0,0.0,0.49,0.49,488.8,488.8,23.8,23.8,44.2,44.2,77.5,77.5,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2025-06-11,SNS-048,SNS-048,Roadside,Roadside,24.0,26.3,58.2,62.8,1.8,2.7,0.0,10.0,0.4,0.73,474.5,508.1,17.1,42.7,32.5,44.0,47.2,67.9,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-06-16,SNS-048,SNS-048,Roadside,Roadside,19.8,27.2,55.0,68.0,3.6,8.3,0.0,0.0,0.05,0.59,450.1,506.2,13.1,38.6,32.1,47.5,46.4,63.1,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-06-21,SNS-048,SNS-048,Roadside,Roadside,16.8,25.5,56.5,61.7,7.1,8.8,0.0,0.0,0.2,0.38,425.7,436.8,20.0,24.5,28.7,34.2,37.6,51.8,Moderate,Moderate
SNS-048,Roadside,2025-06-26,SNS-048,SNS-048,Roadside,Roadside,21.0,27.5,49.5,66.6,0.6,6.3,0.0,0.0,0.17,0.99,432.5,549.0,16.8,55.8,31.5,60.4,51.7,90.4,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-07-01,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2025-07-06,SNS-048,SNS-048,Roadside,Roadside,20.3,22.7,63.9,68.2,4.7,7.7,0.0,0.0,0.54,0.79,450.7,525.0,34.6,38.1,36.3,50.6,52.0,73.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-07-11,SNS-048,SNS-048,Roadside,Roadside,21.3,21.8,63.2,72.2,4.6,5.5,0.0,0.0,0.14,0.79,433.8,509.5,15.1,40.6,30.9,52.2,43.0,74.1,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-07-16,SNS-048,SNS-048,Roadside,Roadside,20.1,20.2,61.8,64.3,1.8,2.1,0.0,1.0,0.09,0.37,473.3,482.2,12.4,16.9,17.2,44.1,26.5,62.1,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-07-21,SNS-048,SNS-048,Roadside,Roadside,20.0,21.7,67.3,80.7,0.5,1.8,0.0,5.0,0.01,0.82,455.0,515.9,11.7,32.2,38.8,44.4,58.8,70.3,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-07-26,SNS-048,SNS-048,Roadside,Roadside,18.7,20.9,67.9,73.0,2.1,12.2,0.0,10.0,0.02,0.75,446.5,478.5,5.4,43.6,16.8,46.5,29.3,60.5,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-07-31,SNS-048,SNS-048,Roadside,Roadside,20.1,22.7,66.4,76.5,1.1,4.6,0.0,0.0,0.15,0.84,453.1,525.5,12.8,48.0,29.2,56.3,41.4,84.4,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-08-05,SNS-048,SNS-048,Roadside,Roadside,17.6,22.7,63.7,67.4,3.5,4.0,0.0,10.0,0.0,0.99,435.6,529.7,7.4,50.5,16.1,50.7,19.9,74.5,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-08-10,SNS-048,SNS-048,Roadside,Roadside,20.2,20.6,64.1,71.8,3.3,9.1,0.0,0.0,0.07,0.95,412.3,521.4,8.9,48.9,20.7,58.1,34.2,87.9,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-08-15,SNS-048,SNS-048,Roadside,Roadside,15.6,21.4,63.9,70.4,1.3,3.8,0.0,10.0,0.03,0.91,418.9,523.3,15.0,54.1,20.6,51.1,29.9,82.0,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-08-20,SNS-048,SNS-048,Roadside,Roadside,19.5,24.0,62.7,76.0,1.8,8.8,0.0,1.0,0.08,0.76,421.3,510.6,9.0,42.7,11.9,53.2,29.3,76.4,Good,Unhealthy for Sensitive
SNS-048,Roadside,2025-08-25,SNS-048,SNS-048,Roadside,Roadside,16.1,22.4,59.6,73.3,1.1,11.8,0.0,10.0,0.49,0.89,456.6,529.5,30.3,43.6,24.2,56.1,41.0,95.3,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-08-30,SNS-048,SNS-048,Roadside,Roadside,21.3,22.3,66.2,76.5,0.5,1.5,0.0,0.0,0.47,0.7,479.9,520.5,24.0,30.9,53.8,56.6,77.0,80.6,Unhealthy,Unhealthy for Sensitive
SNS-048,Roadside,2025-09-04,SNS-048,SNS-048,Roadside,Roadside,17.0,21.4,61.8,70.8,1.9,4.1,0.0,0.0,0.17,0.8,429.2,519.6,20.3,47.8,41.6,56.2,65.8,86.1,Unhealthy,Unhealthy for Sensitive
SNS-048,Roadside,2025-09-09,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2025-09-14,SNS-048,SNS-048,Roadside,Roadside,22.3,22.3,73.0,73.0,0.5,0.5,1.0,1.0,0.14,0.14,457.1,457.1,9.1,9.1,23.3,23.3,30.3,30.3,Moderate,Moderate
SNS-048,Roadside,2025-09-19,SNS-048,SNS-048,Roadside,Roadside,20.5,20.5,72.6,72.6,1.7,1.7,0.0,0.0,0.51,0.51,502.0,502.0,42.5,42.5,38.6,38.6,62.3,62.3,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-09-24,SNS-048,SNS-048,Roadside,Roadside,21.0,23.3,63.0,72.5,0.5,2.7,0.0,0.0,0.38,0.95,496.4,535.1,40.6,48.8,36.8,61.5,48.9,89.0,Unhealthy,Unhealthy for Sensitive
SNS-048,Roadside,2025-09-29,SNS-048,SNS-048,Roadside,Roadside,19.7,26.3,56.5,71.9,2.0,8.9,0.0,0.0,0.06,0.49,413.5,493.6,12.8,32.1,11.7,46.2,16.9,73.1,Good,Unhealthy for Sensitive
SNS-048,Roadside,2025-10-04,SNS-048,SNS-048,Roadside,Roadside,20.7,22.6,62.3,73.3,3.3,6.1,0.0,1.0,0.16,0.54,428.9,498.1,13.7,30.2,27.8,41.3,38.4,63.1,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-10-09,SNS-048,SNS-048,Roadside,Roadside,23.6,23.6,58.9,58.9,2.4,2.4,0.0,0.0,0.7,0.7,494.0,494.0,33.5,33.5,50.8,50.8,77.7,77.7,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-10-14,SNS-048,SNS-048,Roadside,Roadside,23.0,23.2,62.0,63.3,3.0,3.6,0.0,0.0,0.52,0.9,485.2,529.8,18.3,37.7,33.3,55.2,56.1,82.9,Moderate,Unhealthy
SNS-048,Roadside,2025-10-19,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2025-10-24,SNS-048,SNS-048,Roadside,Roadside,21.4,24.8,60.7,68.8,2.8,5.0,0.0,5.0,0.31,0.53,447.4,482.2,20.1,41.5,17.0,44.1,27.2,65.5,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-10-29,SNS-048,SNS-048,Roadside,Roadside,24.9,25.7,54.3,58.5,1.9,3.6,0.0,0.0,0.12,0.71,444.3,520.1,8.8,34.9,26.7,42.9,42.4,63.1,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-11-03,SNS-048,SNS-048,Roadside,Roadside,23.7,27.0,58.5,69.2,3.8,6.2,0.0,0.0,0.18,0.76,442.5,515.4,17.8,41.1,30.2,47.4,48.0,69.7,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-11-08,SNS-048,SNS-048,Roadside,Roadside,23.7,30.7,50.8,66.1,1.4,10.2,0.0,0.0,0.08,0.92,447.8,498.9,7.4,42.9,35.6,51.1,48.8,81.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-11-13,SNS-048,SNS-048,Roadside,Roadside,23.5,29.0,48.2,58.6,0.6,3.3,0.0,0.0,0.13,0.89,462.1,531.5,9.2,47.3,34.0,65.7,46.3,103.9,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-11-18,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2025-11-23,SNS-048,SNS-048,Roadside,Roadside,27.2,30.8,51.9,63.1,4.0,10.3,0.0,10.0,0.8,0.98,492.6,510.3,36.1,54.2,33.1,34.0,50.2,52.5,Moderate,Moderate
SNS-048,Roadside,2025-11-28,SNS-048,SNS-048,Roadside,Roadside,26.1,30.9,51.8,62.6,0.8,3.4,0.0,10.0,0.15,0.56,457.3,511.2,11.1,32.9,11.8,49.3,22.2,82.9,Good,Unhealthy for Sensitive
SNS-048,Roadside,2025-12-03,SNS-048,SNS-048,Roadside,Roadside,31.3,31.3,61.0,61.0,4.7,4.7,0.0,0.0,0.37,0.37,468.1,468.1,24.7,24.7,35.1,35.1,55.1,55.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2025-12-08,SNS-048,SNS-048,Roadside,Roadside,24.8,30.2,48.7,62.9,1.0,2.1,0.0,5.0,0.15,0.54,467.3,502.8,22.5,28.9,31.9,54.1,37.4,82.5,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-12-13,SNS-048,SNS-048,Roadside,Roadside,26.4,30.5,49.6,62.0,1.3,11.7,0.0,5.0,0.34,0.98,441.3,537.4,23.7,47.9,24.3,64.0,37.7,94.9,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-12-18,SNS-048,SNS-048,Roadside,Roadside,28.6,28.6,50.4,50.4,8.0,8.0,0.0,0.0,0.19,0.19,423.9,423.9,5.6,5.6,21.9,21.9,30.7,30.7,Moderate,Moderate
SNS-048,Roadside,2025-12-23,SNS-048,SNS-048,Roadside,Roadside,29.8,31.0,48.9,57.6,1.3,9.1,0.0,1.0,0.07,0.47,411.6,493.7,5.4,26.8,17.7,40.7,21.7,63.0,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2025-12-28,SNS-048,SNS-048,Roadside,Roadside,27.2,30.8,49.4,52.3,4.0,4.2,0.0,0.0,0.35,0.92,471.2,524.7,24.6,51.4,35.8,56.7,51.7,87.7,Unhealthy,Unhealthy for Sensitive
SNS-048,Roadside,2026-01-02,SNS-048,SNS-048,Roadside,Roadside,31.8,32.9,46.9,57.5,0.9,3.7,0.0,0.0,0.01,0.75,443.6,535.2,12.5,39.2,25.2,53.4,26.6,70.9,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2026-01-07,SNS-048,SNS-048,Roadside,Roadside,26.8,28.8,39.0,55.0,3.2,5.3,0.0,0.0,0.19,0.43,436.4,475.2,13.9,27.9,24.4,38.9,34.5,62.6,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2026-01-12,SNS-048,SNS-048,Roadside,Roadside,26.4,30.6,41.1,54.9,1.6,6.5,0.0,0.0,0.03,0.54,415.9,519.2,12.2,23.5,27.1,57.8,46.6,83.6,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2026-01-17,SNS-048,SNS-048,Roadside,Roadside,29.8,29.8,46.9,46.9,3.7,3.7,0.0,0.0,0.31,0.31,478.3,478.3,20.8,20.8,38.1,38.1,55.8,55.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-01-22,SNS-048,SNS-048,Roadside,Roadside,29.7,32.2,43.5,47.4,2.0,3.6,0.0,5.0,0.11,0.6,450.6,480.7,12.5,28.7,27.4,29.7,41.7,55.4,Moderate,Moderate
SNS-048,Roadside,2026-01-27,SNS-048,SNS-048,Roadside,Roadside,29.2,29.2,56.5,56.5,1.0,1.0,0.0,0.0,0.43,0.43,501.9,501.9,38.3,38.3,49.2,49.2,78.5,78.5,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-02-01,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2026-02-06,SNS-048,SNS-048,Roadside,Roadside,30.3,30.3,54.3,54.3,5.3,5.3,1.0,1.0,0.73,0.73,495.9,495.9,43.2,43.2,24.6,24.6,43.5,43.5,Moderate,Moderate
SNS-048,Roadside,2026-02-11,SNS-048,SNS-048,Roadside,Roadside,28.7,30.9,47.6,49.1,2.3,7.4,0.0,0.0,0.03,0.58,413.0,493.8,5.8,34.6,26.2,44.1,36.8,65.9,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2026-02-16,SNS-048,SNS-048,Roadside,Roadside,28.9,31.6,47.7,57.1,2.4,5.7,0.0,0.0,0.04,1.0,421.9,510.3,10.8,52.7,31.2,58.3,45.1,81.3,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2026-02-21,SNS-048,SNS-048,Roadside,Roadside,28.9,30.3,47.4,52.1,0.9,1.2,0.0,0.0,0.02,0.45,463.1,485.4,11.1,28.7,42.9,51.3,67.9,82.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-02-26,SNS-048,SNS-048,Roadside,Roadside,27.8,27.8,60.2,60.2,2.2,2.2,0.0,0.0,0.34,0.34,459.0,459.0,18.8,18.8,38.8,38.8,66.9,66.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-03-03,SNS-048,SNS-048,Roadside,Roadside,25.4,28.7,49.4,57.0,1.9,4.2,0.0,0.0,0.02,0.98,436.6,543.9,8.7,44.3,34.4,51.2,51.2,79.2,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2026-03-08,SNS-048,SNS-048,Roadside,Roadside,27.0,28.2,53.9,56.3,2.6,9.7,0.0,1.0,0.03,0.88,400.9,532.9,10.0,48.0,17.0,58.4,26.6,84.6,Moderate,Unhealthy
SNS-048,Roadside,2026-03-13,SNS-048,SNS-048,Roadside,Roadside,25.6,25.6,62.4,62.4,5.5,5.5,0.0,0.0,0.94,0.94,509.9,509.9,52.1,52.1,48.3,48.3,79.5,79.5,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-03-18,SNS-048,SNS-048,Roadside,Roadside,25.8,26.8,53.5,55.7,3.0,8.0,0.0,1.0,0.78,0.78,500.5,518.2,35.2,42.6,38.3,50.4,50.0,69.5,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-03-23,SNS-048,SNS-048,Roadside,Roadside,26.4,29.9,49.5,57.4,0.6,5.9,0.0,1.0,0.39,0.97,465.7,540.2,23.7,51.6,30.1,55.9,43.4,79.4,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2026-03-28,SNS-048,SNS-048,Roadside,Roadside,30.0,30.0,66.0,66.0,4.1,4.1,0.0,0.0,0.43,0.43,473.6,473.6,27.3,27.3,36.9,36.9,66.4,66.4,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-04-02,SNS-048,SNS-048,Roadside,Roadside,24.7,24.7,57.0,57.0,5.8,5.8,0.0,0.0,0.72,0.72,477.8,477.8,39.4,39.4,39.1,39.1,49.5,49.5,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-04-07,SNS-048,SNS-048,Roadside,Roadside,24.7,25.0,61.1,64.1,1.2,11.8,0.0,0.0,0.04,0.45,384.3,484.8,7.2,35.2,8.5,48.6,18.0,74.3,Good,Unhealthy for Sensitive
SNS-048,Roadside,2026-04-12,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2026-04-17,SNS-048,SNS-048,Roadside,Roadside,20.9,27.7,56.8,63.4,0.7,4.5,0.0,0.0,0.33,0.92,471.2,535.3,22.3,48.1,47.0,64.1,72.5,98.1,Unhealthy,Unhealthy for Sensitive
SNS-048,Roadside,2026-04-22,SNS-048,SNS-048,Roadside,Roadside,24.3,26.3,56.4,61.0,1.4,4.7,1.0,10.0,0.15,0.41,452.0,488.4,16.9,24.0,23.3,27.3,38.9,44.5,Moderate,Moderate
SNS-048,Roadside,2026-04-27,SNS-048,SNS-048,Roadside,Roadside,23.4,23.4,53.7,53.7,1.5,1.5,0.0,0.0,0.49,0.49,492.7,492.7,31.8,31.8,39.1,39.1,65.3,65.3,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-05-02,SNS-048,SNS-048,Roadside,Roadside,21.3,23.9,60.5,63.3,2.3,3.0,0.0,0.0,0.44,0.73,469.5,521.3,25.3,36.2,38.9,51.2,58.1,71.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-05-07,SNS-048,SNS-048,Roadside,Roadside,21.8,24.7,61.6,64.4,2.3,8.3,0.0,0.0,0.43,0.92,474.1,491.9,20.9,46.8,38.0,47.9,47.4,65.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-05-12,SNS-048,SNS-048,Roadside,Roadside,22.1,25.5,61.0,71.9,2.7,3.9,0.0,0.0,0.37,0.53,474.4,494.6,25.2,29.4,38.7,41.2,57.8,69.3,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-048,Roadside,2026-05-17,SNS-048,SNS-048,Roadside,Roadside,20.8,22.8,64.2,68.8,0.8,8.0,0.0,0.0,0.11,0.78,438.9,524.4,21.8,55.2,30.3,57.3,48.9,79.6,Moderate,Unhealthy
SNS-048,Roadside,2026-05-22,,,,,,,,,,,,,,,,,,,,,,,,
SNS-048,Roadside,2026-05-27,SNS-048,SNS-048,Roadside,Roadside,19.3,24.3,64.1,70.5,1.8,10.7,0.0,0.0,0.15,0.96,462.3,486.5,21.1,58.6,32.6,43.0,45.8,67.7,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2026-06-01,SNS-048,SNS-048,Roadside,Roadside,16.4,21.5,56.3,72.1,2.1,3.5,0.0,0.0,0.16,0.88,460.0,515.0,22.6,43.4,39.3,64.2,62.5,94.3,Unhealthy,Unhealthy for Sensitive
SNS-048,Roadside,2026-06-06,SNS-048,SNS-048,Roadside,Roadside,17.9,18.6,64.8,73.8,1.6,4.3,0.0,5.0,0.7,0.87,504.7,512.8,39.2,43.2,31.0,60.6,44.3,95.3,Moderate,Unhealthy
SNS-048,Roadside,2026-06-11,SNS-048,SNS-048,Roadside,Roadside,18.8,20.2,60.6,82.2,2.1,8.9,0.0,0.0,0.31,0.54,434.7,482.3,19.0,38.1,24.3,45.7,41.4,71.8,Moderate,Unhealthy for Sensitive
SNS-048,Roadside,2026-06-16,SNS-048,SNS-048,Roadside,Roadside,18.3,21.7,67.0,78.6,1.7,10.7,0.0,5.0,0.48,0.96,448.9,531.8,33.0,42.3,27.9,57.3,38.7,88.3,Moderate,Unhealthy for Sensitive
